movieId,title,genres,year,avgRating
94,Beautiful Girls,"{'Comedy','Drama','Romance'}",1996,3.5
95,Broken Arrow,"{'Action','Adventure','Thriller'}",1996,3.1
96,In the Bleak Midwinter,"{'Comedy','Drama'}",1995,3.7
97,"Hate Haine, La","{'Crime','Drama'}",1995,4.0
98,Shopping,"{'Action','Thriller'}",1994,2.5
99,Heidi Fleiss: Hollywood Madam,{'Documentary'},1995,3.1
100,City Hall,"{'Drama','Thriller'}",1996,3.2
101,Bottle Rocket,"{'Adventure','Comedy','Crime','Romance'}",1996,3.8
102,Mr. Wrong,{'Comedy'},1996,2.4
103,Unforgettable,"{'Mystery','Sci-Fi','Thriller'}",1996,3.3
104,Happy Gilmore,{'Comedy'},1996,3.4
105,"Bridges of Madison County, The","{'Drama','Romance'}",1995,3.3
106,Nobody Loves Me Keiner liebt mich,"{'Comedy','Drama'}",1994,3.4
107,Muppet Treasure Island,"{'Adventure','Children','Comedy','Musical'}",1996,3.2
108,Catwalk,{'Documentary'},1996,3.1
109,Headless Body in Topless Bar,"{'Comedy','Drama','Thriller'}",1995,2.1
110,Braveheart,"{'Action','Drama','War'}",1995,4.0
111,Taxi Driver,"{'Crime','Drama','Thriller'}",1976,4.1
112,Rumble in the Bronx Hont faan kui,"{'Action','Adventure','Comedy','Crime'}",1995,3.4
113,Before and After,"{'Drama','Mystery'}",1996,3.1
114,Margarets Museum,{'Drama'},1995,3.6
115,"Happiness Is in the Field Bonheur est dans le pré, Le",{'Comedy'},1995,3.4
116,Anne Frank Remembered,{'Documentary'},1995,3.9
117,"Young Poisoners Handbook, The","{'Crime','Drama'}",1995,3.6
118,If Lucy Fell,"{'Comedy','Romance'}",1996,3.0
119,"Steal Big, Steal Little",{'Comedy'},1995,2.8
120,Race the Sun,"{'Adventure','Comedy','Drama'}",1996,2.9
121,"Boys of St. Vincent, The",{'Drama'},1992,3.8
122,Boomerang,"{'Comedy','Romance'}",1992,2.9
123,Chungking Express Chung Hing sam lam,"{'Drama','Mystery','Romance'}",1994,4.0
124,"Star Maker, The Uomo delle stelle, L",{'Drama'},1995,3.5
125,Flirting With Disaster,{'Comedy'},1996,3.8
126,"NeverEnding Story III, The","{'Adventure','Children','Fantasy'}",1994,2.3
127,"Silences of the Palace, The Saimt el Qusur",{'Drama'},1994,3.3
128,Jupiters Wife,{'Documentary'},1994,3.5
129,Pie in the Sky,"{'Comedy','Romance'}",1996,3.2
130,Angela,{'Drama'},1995,3.1
131,Frankie Starlight,"{'Drama','Romance'}",1995,3.3
132,Jade,{'Thriller'},1995,2.8
133,Nueba Yol,"{'Comedy','Drama'}",1995,2.6
134,Sonic Outlaws,{'Documentary'},1995,3.7
135,Down Periscope,{'Comedy'},1996,3.0
136,From the Journals of Jean Seberg,{'Documentary'},1995,3.5
137,Man of the Year,{'Documentary'},1995,3.3
138,"Neon Bible, The",{'Drama'},1995,3.3
139,Target,"{'Action','Drama'}",1995,3.1
140,Up Close and Personal,"{'Drama','Romance'}",1996,3.3
141,"Birdcage, The",{'Comedy'},1996,3.5
142,Shadows Cienie,{'Drama'},1988,3.1
143,Gospa,{'Drama'},1995,2.1
144,"Brothers McMullen, The",{'Comedy'},1995,3.5
145,Bad Boys,"{'Action','Comedy','Crime','Drama','Thriller'}",1995,3.3
146,"Amazing Panda Adventure, The","{'Adventure','Children'}",1995,2.9
147,"Basketball Diaries, The",{'Drama'},1995,3.6
148,"Awfully Big Adventure, An",{'Drama'},1995,2.9
149,Amateur,"{'Crime','Drama','Thriller'}",1994,3.7
150,Apollo 13,"{'Adventure','Drama','IMAX'}",1995,3.9
151,Rob Roy,"{'Action','Drama','Romance','War'}",1995,3.5
152,"Addiction, The","{'Drama','Horror'}",1995,3.1
153,Batman Forever,"{'Action','Adventure','Comedy','Crime'}",1995,2.9
154,Beauty of the Day Belle de jour,{'Drama'},1967,3.8
155,Beyond Rangoon,"{'Adventure','Drama','War'}",1995,3.4
156,Blue in the Face,"{'Comedy','Drama'}",1995,3.5
157,Canadian Bacon,"{'Comedy','War'}",1995,2.8
158,Casper,"{'Adventure','Children'}",1995,2.9
159,Clockers,"{'Crime','Drama','Mystery'}",1995,3.4
160,Congo,"{'Action','Adventure','Mystery','Sci-Fi'}",1995,2.6
161,Crimson Tide,"{'Drama','Thriller','War'}",1995,3.7
162,Crumb,{'Documentary'},1994,4.0
163,Desperado,"{'Action','Romance','Western'}",1995,3.4
164,Devil in a Blue Dress,"{'Crime','Film-Noir','Mystery','Thriller'}",1995,3.5
165,Die Hard: With a Vengeance,"{'Action','Crime','Thriller'}",1995,3.5
166,"Doom Generation, The","{'Comedy','Crime','Drama'}",1995,2.8
167,Feast of July,{'Drama'},1995,3.2
168,First Knight,"{'Action','Drama','Romance'}",1995,3.1
169,Free Willy 2: The Adventure Home,"{'Adventure','Children','Drama'}",1995,2.3
170,Hackers,"{'Action','Adventure','Crime','Thriller'}",1995,3.2
171,Jeffrey,"{'Comedy','Drama'}",1995,3.6
172,Johnny Mnemonic,"{'Action','Sci-Fi','Thriller'}",1995,2.7
173,Judge Dredd,"{'Action','Crime','Sci-Fi'}",1995,2.5
174,Jury Duty,{'Comedy'},1995,2.5
175,Kids,{'Drama'},1995,3.5
176,Living in Oblivion,{'Comedy'},1995,3.9
177,Lord of Illusions,{'Horror'},1995,2.9
178,Love & Human Remains,"{'Comedy','Drama'}",1993,3.4
179,Mad Love,"{'Drama','Romance'}",1995,2.8
180,Mallrats,"{'Comedy','Romance'}",1995,3.6
181,Mighty Morphin Power Rangers: The Movie,"{'Action','Children'}",1995,1.9
182,Moonlight and Valentino,"{'Drama','Romance'}",1995,3.1
183,Mute Witness,"{'Comedy','Horror','Thriller'}",1994,3.4
184,Nadja,{'Drama'},1994,3.1
185,"Net, The","{'Action','Crime','Thriller'}",1995,3.1
186,Nine Months,"{'Comedy','Romance'}",1995,2.9
187,Party Girl,{'Comedy'},1995,3.5
188,"Prophecy, The","{'Fantasy','Horror','Mystery'}",1995,3.3
189,Reckless,"{'Comedy','Fantasy'}",1995,3.0
190,Safe,{'Thriller'},1995,3.6
191,"Scarlet Letter, The","{'Drama','Romance'}",1995,2.7
192,"Show, The",{'Documentary'},1995,3.0
193,Showgirls,{'Drama'},1995,2.2
194,Smoke,"{'Comedy','Drama'}",1995,3.8
195,Something to Talk About,"{'Comedy','Drama','Romance'}",1995,3.1
196,Species,"{'Horror','Sci-Fi'}",1995,2.9
197,"Stars Fell on Henrietta, The",{'Drama'},1995,3.1
198,Strange Days,"{'Action','Crime','Drama','Mystery','Sci-Fi','Thriller'}",1995,3.4
199,"Umbrellas of Cherbourg, The Parapluies de Cherbourg, Les","{'Drama','Musical','Romance'}",1964,3.8
200,"Tie That Binds, The",{'Thriller'},1995,2.8
201,Three Wishes,"{'Drama','Fantasy'}",1995,3.0
202,Total Eclipse,"{'Drama','Romance'}",1995,3.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",{'Comedy'},1995,3.1
204,Under Siege 2: Dark Territory,{'Action'},1995,2.9
205,Unstrung Heroes,"{'Comedy','Drama'}",1995,3.5
206,Unzipped,{'Documentary'},1995,3.5
207,"Walk in the Clouds, A","{'Drama','Romance'}",1995,3.4
208,Waterworld,"{'Action','Adventure','Sci-Fi'}",1995,2.9
209,White Mans Burden,{'Drama'},1995,2.8
210,Wild Bill,{'Western'},1995,2.9
211,"Browning Version, The",{'Drama'},1994,3.6
212,Bushwhacked,"{'Adventure','Comedy','Crime','Mystery'}",1995,2.6
213,Burnt by the Sun Utomlyonnye solntsem,{'Drama'},1994,4.0
214,Before the Rain Pred dozhdot,"{'Drama','War'}",1994,4.0
215,Before Sunrise,"{'Drama','Romance'}",1995,3.8
216,Billy Madison,{'Comedy'},1995,3.3
217,"Babysitter, The","{'Drama','Thriller'}",1995,2.7
218,Boys on the Side,"{'Comedy','Drama'}",1995,3.3
219,"Cure, The",{'Drama'},1995,3.6
220,Castle Freak,{'Horror'},1995,2.4

222,Circle of Friends,"{'Drama','Romance'}",1995,3.5
223,Clerks,{'Comedy'},1994,3.9
224,Don Juan DeMarco,"{'Comedy','Drama','Romance'}",1995,3.4
225,Disclosure,"{'Drama','Thriller'}",1994,3.3
226,Dream Man,{'Thriller'},1995,2.8
227,Drop Zone,"{'Action','Thriller'}",1994,3.1
228,Destiny Turns on the Radio,{'Comedy'},1995,2.7
229,Death and the Maiden,"{'Drama','Thriller'}",1994,3.6
230,Dolores Claiborne,"{'Drama','Thriller'}",1995,3.6
231,Dumb & Dumber Dumb and Dumber,"{'Adventure','Comedy'}",1994,3.0
232,Eat Drink Man Woman Yin shi nan nu,"{'Comedy','Drama','Romance'}",1994,4.0
233,Exotica,{'Drama'},1994,3.5
234,Exit to Eden,{'Comedy'},1994,2.7
235,Ed Wood,"{'Comedy','Drama'}",1994,3.7
236,French Kiss,"{'Action','Comedy','Romance'}",1995,3.3
237,Forget Paris,"{'Comedy','Romance'}",1995,3.2
238,Far From Home: The Adventures of Yellow Dog,"{'Adventure','Children'}",1995,3.2
239,"Goofy Movie, A","{'Animation','Children','Comedy','Romance'}",1995,3.1
240,Hideaway,{'Thriller'},1995,2.9
241,Fluke,"{'Children','Drama'}",1995,3.0
242,Farinelli: il castrato,"{'Drama','Musical'}",1994,3.4
243,Gordy,"{'Children','Comedy','Fantasy'}",1995,2.5
244,Gumby: The Movie,"{'Animation','Children'}",1995,2.4
245,"Glass Shield, The","{'Crime','Drama'}",1994,3.0
246,Hoop Dreams,{'Documentary'},1994,4.0
247,Heavenly Creatures,"{'Crime','Drama'}",1994,3.8
248,Houseguest,{'Comedy'},1994,3.0
249,Immortal Beloved,"{'Drama','Romance'}",1994,3.7
250,Heavyweights Heavy Weights,"{'Children','Comedy'}",1995,3.0
251,"Hunted, The",{'Action'},1995,3.1
252,I.Q.,"{'Comedy','Romance'}",1994,3.2
253,Interview with the Vampire: The Vampire Chronicles,"{'Drama','Horror'}",1994,3.5
254,Jefferson in Paris,{'Drama'},1995,2.9
255,"Jerky Boys, The",{'Comedy'},1995,2.3
256,Junior,"{'Comedy','Sci-Fi'}",1994,2.7
257,Just Cause,"{'Mystery','Thriller'}",1995,3.4
258,"Kid in King Arthurs Court, A","{'Adventure','Children','Comedy','Fantasy','Romance'}",1995,2.6
259,Kiss of Death,"{'Crime','Drama','Thriller'}",1995,3.1
260,Star Wars: Episode IV - A New Hope,"{'Action','Adventure','Sci-Fi'}",1977,4.2
261,Little Women,{'Drama'},1994,3.6
262,"Little Princess, A","{'Children','Drama'}",1995,3.8
263,Ladybird Ladybird,{'Drama'},1994,3.7
264,"Enfer, L",{'Drama'},1994,3.3
265,Like Water for Chocolate Como agua para chocolate,"{'Drama','Fantasy','Romance'}",1992,3.9
266,Legends of the Fall,"{'Drama','Romance','War','Western'}",1994,3.5
267,Major Payne,{'Comedy'},1995,2.9
268,Little Odessa,"{'Crime','Drama'}",1994,3.3
269,My Crazy Life Mi vida loca,{'Drama'},1993,3.5
270,Love Affair,"{'Drama','Romance'}",1994,3.2
271,Losing Isaiah,{'Drama'},1995,3.3
272,"Madness of King George, The","{'Comedy','Drama'}",1994,3.8
273,Mary Shelleys Frankenstein Frankenstein,"{'Drama','Horror','Sci-Fi'}",1994,3.1
274,Man of the House,{'Comedy'},1995,2.9
275,Mixed Nuts,{'Comedy'},1994,2.7
276,Milk Money,"{'Comedy','Romance'}",1994,3.0
277,Miracle on 34th Street,{'Drama'},1994,3.4
278,Miami Rhapsody,{'Comedy'},1995,3.0
279,My Family,{'Drama'},1995,3.7
280,Murder in the First,"{'Drama','Thriller'}",1995,3.7
281,Nobodys Fool,"{'Comedy','Drama','Romance'}",1994,3.7
282,Nell,{'Drama'},1994,3.4
283,New Jersey Drive,"{'Crime','Drama'}",1995,3.1
284,New York Cop Nyû Yôku no koppu,"{'Action','Crime'}",1993,2.9
285,Beyond Bedlam,"{'Drama','Horror'}",1993,2.3
286,Nemesis 2: Nebula,"{'Action','Sci-Fi','Thriller'}",1995,2.0
287,Nina Takes a Lover,"{'Comedy','Romance'}",1994,3.2
288,Natural Born Killers,"{'Action','Crime','Thriller'}",1994,3.2
289,Only You,"{'Comedy','Romance'}",1994,3.3
290,Once Were Warriors,"{'Crime','Drama'}",1994,4.0
291,Poison Ivy II,"{'Drama','Thriller'}",1996,2.3
292,Outbreak,"{'Action','Drama','Sci-Fi','Thriller'}",1995,3.4
293,Léon: The Professional a.k.a. The Professional Léon,"{'Action','Crime','Drama','Thriller'}",1994,4.1
294,"Perez Family, The","{'Comedy','Romance'}",1995,3.2
295,"Pyromaniacs Love Story, A","{'Comedy','Romance'}",1995,2.8
296,Pulp Fiction,"{'Comedy','Crime','Drama','Thriller'}",1994,4.2
297,Panther,{'Drama'},1995,3.1
298,Pushing Hands Tui shou,{'Drama'},1992,3.5
299,Priest,{'Drama'},1994,3.7
300,Quiz Show,{'Drama'},1994,3.7
301,Picture Bride Bijo photo,"{'Drama','Romance'}",1994,3.5
302,"Queen Margot Reine Margot, La","{'Drama','Romance'}",1994,3.8
303,"Quick and the Dead, The","{'Action','Thriller','Western'}",1995,3.0
304,Roommates,"{'Comedy','Drama'}",1995,3.2
305,Ready to Wear Pret-A-Porter,{'Comedy'},1994,2.7
306,Three Colors: Red Trois couleurs: Rouge,{'Drama'},1994,4.1
307,Three Colors: Blue Trois couleurs: Bleu,{'Drama'},1993,4.0
308,Three Colors: White Trzy kolory: Bialy,"{'Comedy','Drama'}",1994,3.9
309,"Red Firecracker, Green Firecracker Pao Da Shuang Deng",{'Drama'},1994,3.6
310,Rent-a-Kid,{'Comedy'},1995,2.8
311,Relative Fear,"{'Horror','Thriller'}",1994,2.7
312,Stuart Saves His Family,{'Comedy'},1995,2.6
313,"Swan Princess, The","{'Animation','Children'}",1994,3.0
314,"Secret of Roan Inish, The","{'Children','Drama','Fantasy','Mystery'}",1994,3.8
315,"Specialist, The","{'Action','Drama','Thriller'}",1994,2.9
316,Stargate,"{'Action','Adventure','Sci-Fi'}",1994,3.4
317,"Santa Clause, The","{'Comedy','Drama','Fantasy'}",1994,3.1
318,"Shawshank Redemption, The","{'Crime','Drama'}",1994,4.4
319,Shallow Grave,"{'Comedy','Drama','Thriller'}",1994,3.8
320,Suture,"{'Film-Noir','Thriller'}",1993,3.2
321,Strawberry and Chocolate Fresa y chocolate,{'Drama'},1993,3.8
322,Swimming with Sharks,"{'Comedy','Drama'}",1995,3.7

324,"Sum of Us, The","{'Comedy','Drama'}",1994,3.7
325,National Lampoons Senior Trip,{'Comedy'},1995,2.6
326,To Live Huozhe,{'Drama'},1994,4.1
327,Tank Girl,"{'Action','Comedy','Sci-Fi'}",1995,2.8
328,Tales from the Crypt Presents: Demon Knight,"{'Horror','Thriller'}",1995,3.2
329,Star Trek: Generations,"{'Adventure','Drama','Sci-Fi'}",1994,3.3
330,Tales from the Hood,"{'Action','Crime','Horror'}",1995,2.8
331,Tom & Viv,{'Drama'},1994,3.3
332,Village of the Damned,"{'Horror','Sci-Fi'}",1995,2.8
333,Tommy Boy,{'Comedy'},1995,3.3
334,Vanya on 42nd Street,{'Drama'},1994,3.8
335,Underneath,"{'Mystery','Thriller'}",1995,3.3
336,"Walking Dead, The","{'Drama','War'}",1995,2.9
337,Whats Eating Gilbert Grape,{'Drama'},1993,3.8
338,Virtuosity,"{'Action','Sci-Fi','Thriller'}",1995,3.0
339,While You Were Sleeping,"{'Comedy','Romance'}",1995,3.5
340,"War, The","{'Adventure','Drama','War'}",1994,3.4
341,Double Happiness,{'Drama'},1994,3.6
342,Muriels Wedding,{'Comedy'},1994,3.5
343,"Baby-Sitters Club, The",{'Children'},1995,2.6
344,Ace Ventura: Pet Detective,{'Comedy'},1994,3.0
345,"Adventures of Priscilla, Queen of the Desert, The","{'Comedy','Drama'}",1994,3.6
346,Backbeat,"{'Drama','Musical'}",1993,3.4
347,Bitter Moon,"{'Drama','Film-Noir','Romance'}",1992,3.4
348,Bullets Over Broadway,{'Comedy'},1994,3.7
349,Clear and Present Danger,"{'Action','Crime','Drama','Thriller'}",1994,3.7
350,"Client, The","{'Drama','Mystery','Thriller'}",1994,3.5
351,"Corrina, Corrina","{'Comedy','Drama','Romance'}",1994,3.3
352,Crooklyn,"{'Comedy','Drama'}",1994,3.3
353,"Crow, The","{'Action','Crime','Fantasy','Thriller'}",1994,3.5
354,Cobb,{'Drama'},1994,3.2
355,"Flintstones, The","{'Children','Comedy','Fantasy'}",1994,2.4
356,Forrest Gump,"{'Comedy','Drama','Romance','War'}",1994,4.0
357,Four Weddings and a Funeral,"{'Comedy','Romance'}",1994,3.7
358,Higher Learning,{'Drama'},1995,3.2
359,I Like It Like That,"{'Comedy','Drama','Romance'}",1994,3.3
360,I Love Trouble,"{'Action','Comedy'}",1994,2.7
361,It Could Happen to You,"{'Comedy','Drama','Romance'}",1994,3.3
362,"Jungle Book, The","{'Adventure','Children','Romance'}",1994,3.4
363,"Wonderful, Horrible Life of Leni Riefenstahl, The Macht der Bilder: Leni Riefenstahl, Die",{'Documentary'},1993,4.0
364,"Lion King, The","{'Adventure','Animation','Children','Drama','Musical','IMAX'}",1994,3.8
365,Little Buddha,{'Drama'},1993,3.2
366,"Wes Cravens New Nightmare Nightmare on Elm Street Part 7: Freddys Finale, A","{'Drama','Horror','Mystery','Thriller'}",1994,3.0
367,"Mask, The","{'Action','Comedy','Crime','Fantasy'}",1994,3.2
368,Maverick,"{'Adventure','Comedy','Western'}",1994,3.4
369,Mrs. Parker and the Vicious Circle,{'Drama'},1994,3.3
370,Naked Gun 33 1/3: The Final Insult,"{'Action','Comedy'}",1994,3.0
371,"Paper, The","{'Comedy','Drama'}",1994,3.3
372,Reality Bites,"{'Comedy','Drama','Romance'}",1994,3.3
373,Red Rock West,{'Thriller'},1992,3.8
374,Richie Rich,"{'Children','Comedy'}",1994,2.4
375,Safe Passage,{'Drama'},1994,3.3
376,"River Wild, The","{'Action','Thriller'}",1994,3.3
377,Speed,"{'Action','Romance','Thriller'}",1994,3.5
378,Speechless,"{'Comedy','Romance'}",1994,3.1
379,Timecop,"{'Action','Sci-Fi','Thriller'}",1994,2.7
380,True Lies,"{'Action','Adventure','Comedy','Romance','Thriller'}",1994,3.5
381,When a Man Loves a Woman,"{'Drama','Romance'}",1994,3.4
382,Wolf,"{'Drama','Horror','Romance','Thriller'}",1994,3.0
383,Wyatt Earp,{'Western'},1994,3.2
384,Bad Company,"{'Action','Crime','Drama'}",1995,3.0
385,"Man of No Importance, A",{'Drama'},1994,3.6
386,S.F.W.,{'Drama'},1994,2.8
387,"Low Down Dirty Shame, A","{'Action','Comedy'}",1994,2.7
388,Boys Life,{'Drama'},1995,3.6
389,"Colonel Chabert, Le","{'Drama','Romance','War'}",1994,3.5
390,Faster Pussycat! Kill! Kill!,"{'Action','Crime','Drama'}",1965,3.4
391,Jasons Lyric,"{'Crime','Drama'}",1994,3.2
392,"Secret Adventures of Tom Thumb, The","{'Adventure','Animation'}",1993,3.3
393,Street Fighter,"{'Action','Adventure','Fantasy'}",1994,1.9
394,Coldblooded,{'Comedy'},1995,3.3
395,Desert Winds,"{'Drama','Fantasy','Romance'}",1995,3.1
396,Fall Time,{'Drama'},1995,2.5
397,"Fear, The",{'Horror'},1995,2.2
398,Frank and Ollie,{'Documentary'},1995,3.4
399,Girl in the Cadillac,{'Drama'},1995,2.2
400,Homage,{'Drama'},1995,2.5
401,Mirage,"{'Action','Thriller'}",1995,3.2
402,Open Season,{'Comedy'},1996,2.9
403,Two Crimes Dos crímenes,"{'Comedy','Crime','Drama'}",1995,1.8
404,Brother Minister: The Assassination of Malcolm X,{'Documentary'},1994,3.3
405,Highlander III: The Sorcerer a.k.a. Highlander: The Final Dimension,"{'Action','Fantasy'}",1994,2.5
406,Federal Hill,{'Drama'},1994,3.1
407,In the Mouth of Madness,"{'Horror','Thriller'}",1995,3.1
408,8 Seconds,{'Drama'},1994,3.2
409,Above the Rim,"{'Crime','Drama'}",1994,3.0
410,Addams Family Values,"{'Children','Comedy','Fantasy'}",1993,3.0
411,Martin Lawrence: You So Crazy,"{'Comedy','Documentary'}",1994,2.8
412,"Age of Innocence, The",{'Drama'},1993,3.6
413,Airheads,{'Comedy'},1994,2.8
414,"Air Up There, The",{'Comedy'},1994,2.6
415,Another Stakeout,"{'Comedy','Thriller'}",1993,2.8
416,Bad Girls,{'Western'},1994,2.7
417,Barcelona,"{'Comedy','Romance'}",1994,3.5
418,Being Human,{'Drama'},1993,2.7
419,"Beverly Hillbillies, The",{'Comedy'},1993,2.5
420,Beverly Hills Cop III,"{'Action','Comedy','Crime','Thriller'}",1994,2.7
421,Black Beauty,"{'Adventure','Children','Drama'}",1994,3.3
422,Blink,{'Thriller'},1994,3.2
423,Blown Away,"{'Action','Thriller'}",1994,3.0
424,Blue Chips,{'Drama'},1994,2.7
425,Blue Sky,"{'Drama','Romance'}",1994,3.5
426,Body Snatchers,"{'Horror','Sci-Fi','Thriller'}",1993,3.1
427,Boxing Helena,"{'Drama','Mystery','Romance','Thriller'}",1993,2.5
428,"Bronx Tale, A",{'Drama'},1993,3.8
429,Cabin Boy,{'Comedy'},1994,2.4
430,Calendar Girl,"{'Comedy','Drama'}",1993,2.3
431,Carlitos Way,"{'Crime','Drama'}",1993,3.7
432,City Slickers II: The Legend of Curlys Gold,"{'Adventure','Comedy','Western'}",1994,2.7
433,Clean Slate,{'Comedy'},1994,2.9
434,Cliffhanger,"{'Action','Adventure','Thriller'}",1993,3.1
435,Coneheads,"{'Comedy','Sci-Fi'}",1993,2.6
436,Color of Night,"{'Drama','Thriller'}",1994,2.6
437,Cops and Robbersons,{'Comedy'},1994,2.6
438,"Cowboy Way, The","{'Action','Comedy','Drama'}",1994,2.7
